Authors	Title	Year	Link	Authors with Affiliations	aff_names	Affiliation type	Affiliation country
Masatoshi Hamanaka;Keiji Hirata;Satoshi Tojo	ATTA: Automatic Time-Span Tree Analyzer Based on Extended GTTM.	2005	https://doi.org/10.5281/zenodo.1415572	Masatoshi Hamanaka, Japan Science and Technology Agency, JPN, facility, A.I.S.T., JPN, facility;Keiji Hirata, NTT Communication Science Laboratories, JPN, company;Satoshi Tojo, Japan Advanced Institute of Science and Technology, JPN, education	 Japan Science and Technology Agency, NTT Communication Science Laboratories, Japan Advanced Institute of Science and Technology	facility, company, facility	JPN, JPN, JPN
Markus Schedl;Peter Knees;Gerhard Widmer	Discovering and Visualizing Prototypical Artists by Web-Based Co-Occurrence Analysis.	2005	https://doi.org/10.5281/zenodo.1418315	Markus Schedl, Johannes Kepler University (JKU), AUT, education, Austrian Research Institute for Artificial Intelligence (ÖFAI), AUT, facility;Peter Knees, Johannes Kepler University (JKU), AUT, education;Gerhard Widmer, Johannes Kepler University (JKU), AUT, education, Austrian Research Institute for Artificial Intelligence (ÖFAI), AUT, facility	 Johannes Kepler University, Johannes Kepler University, Johannes Kepler University	education, education, education	AUT, AUT, AUT
Peter Knees;Markus Schedl;Gerhard Widmer	Multiple Lyrics Alignment: Automatic Retrieval of Song Lyrics.	2005	https://doi.org/10.5281/zenodo.1415140	Peter Knees, Johannes Kepler University Linz, AUT, education, Austrian Research Institute for Artificial Intelligence (OFAI), AUT, facility;Markus Schedl, Johannes Kepler University Linz, AUT, education, Austrian Research Institute for Artificial Intelligence (OFAI), AUT, facility;Gerhard Widmer, Johannes Kepler University Linz, AUT, education, Austrian Research Institute for Artificial Intelligence (OFAI), AUT, facility	 Johannes Kepler University, Johannes Kepler University, Johannes Kepler University	education, education, education	AUT, AUT, AUT
Jeremy Pickens	Classifier Combination for Capturing Musical Variation.	2005	https://doi.org/10.5281/zenodo.1418219	Jeremy Pickens, King’s College London, GBR, education	King’s College London	education	GBR
Jeremy Pickens;Costas S. Iliopoulos	Markov Random Fields and Maximum Entropy Modeling for Music Information Retrieval.	2005	https://doi.org/10.5281/zenodo.1414716	Jeremy Pickens, King’s College London, GBR, education;Costas Iliopoulos, King’s College London, GBR, education	 King’s College London, King’s College London	education, education	GBR, GBR
Hiromasa Fujihara;Tetsuro Kitahara;Masataka Goto;Kazunori Komatani;Tetsuya Ogata;Hiroshi G. Okuno	Singer Identification Based on Accompaniment Sound Reduction and Reliable Frame Selection.	2005	https://doi.org/10.5281/zenodo.1418285	Hiromasa Fujihara, Dept. of Intelligence Science and Technology, Graduate School of Informatics, Kyoto University, JPN, education;Tetsuro Kitahara, Dept. of Intelligence Science and Technology, Graduate School of Informatics, Kyoto University, JPN, education;Masataka Goto, National Institute of Advanced Industrial Science and Technology (AIST), JPN, facility;Kazunori Komatani, Dept. of Intelligence Science and Technology, Graduate School of Informatics, Kyoto University, JPN, education;Tetsuya Ogata, Dept. of Intelligence Science and Technology, Graduate School of Informatics, Kyoto University, JPN, education;Hiroshi G. Okuno, Dept. of Intelligence Science and Technology, Graduate School of Informatics, Kyoto University, JPN, education	Kyoto University,Kyoto University, National Institute of Advanced Industrial Science and Technology,Kyoto University,Kyoto University,Kyoto University	education, education, facility, education, education, education	JPN, JPN, JPN, JPN, JPN, JPN
Tetsuro Kitahara;Masataka Goto;Kazunori Komatani;Tetsuya Ogata;Hiroshi G. Okuno	Instrument Identification in Polyphonic Music: Feature Weighting with Mixed Sounds, Pitch-Dependent Timbre Modeling, and Use of Musical Context.	2005	https://doi.org/10.5281/zenodo.1415724	Tetsuro Kitahara, Dept. of Intelligence Science and Technology, Graduate School of Informatics, Kyoto University, JPN, education;Masataka Goto, National Institute of Advanced Industrial Science and Technology (AIST), JPN, facility;Kazunori Komatani, Dept. of Intelligence Science and Technology, Graduate School of Informatics, Kyoto University, JPN, education;Tetsuya Ogata, Dept. of Intelligence Science and Technology, Graduate School of Informatics, Kyoto University, JPN, education;Hiroshi G. Okuno, Dept. of Intelligence Science and Technology, Graduate School of Informatics, Kyoto University, JPN, education	Kyoto University,National Institute of Advanced Industrial Science and Technology, Kyoto University,Kyoto University,Kyoto University	education, facility, education, education, education	JPN, JPN, JPN, JPN, JPN
Ian Knopke	Geospatial Location of Music and Sound Files for Music Information Retrieval.	2005	https://doi.org/10.5281/zenodo.1417765	Ian Knopke, McGill Music Technology, CAN, education	McGill University	education	CAN
Catherine Lai;Beinan Li;Ichiro Fujinaga	Preservation Digitization of David Edelberg's Handel LP Collection: A Pilot Project.	2005	https://doi.org/10.5281/zenodo.1416616	Catherine Lai, McGill University, CAN, education;Beinan Li, McGill University, CAN, education;Ichiro Fujinaga, McGill University, CAN, education	 McGill University, McGill University, McGill University	education, education, education	CAN, CAN, CAN
Rebecca Fiebrink;Cory McKay;Ichiro Fujinaga	Combining D2K and JGAP for Efficient Feature Weighting for Classification Tasks in Music Information Retrieval.	2005	https://doi.org/10.5281/zenodo.1415754	Rebecca Fiebrink, McGill University, CAN, education;Cory McKay, McGill University, CAN, education;Ichiro Fujinaga, McGill University, CAN, education	 McGill University, McGill University, McGill University	education, education, education	CAN, CAN, CAN
Daniel McEnnis;Cory McKay;Ichiro Fujinaga;Philippe Depalle	jAudio: An Feature Extraction Library.	2005	https://doi.org/10.5281/zenodo.1416648	Daniel McEnnis, McGill University, CAN, education;Cory McKay, McGill University, CAN, education;Ichiro Fujinaga, McGill University, CAN, education;Philippe Depalle, McGill University, CAN, education	 McGill University, McGill University, McGill University, McGill University	education, education, education, education	CAN, CAN, CAN, CAN
Cory McKay;Rebecca Fiebrink;Daniel McEnnis;Beinan Li;Ichiro Fujinaga	ACE: A Framework for Optimizing Music Classification.	2005	https://doi.org/10.5281/zenodo.1415720	Cory McKay, McGill University, CAN, education;Rebecca Fiebrink, McGill University, CAN, education;Daniel McEnnis, McGill University, CAN, education;Beinan Li, McGill University, CAN, education;Ichiro Fujinaga, McGill University, CAN, education	 McGill University, McGill University, McGill University, McGill University, McGill University	education, education, education, education, education	CAN, CAN, CAN, CAN, CAN
Elliot Sinyor;Cory McKay;Rebecca Fiebrink;Daniel McEnnis;Ichiro Fujinaga	Beatbox Classification Using ACE.	2005	https://doi.org/10.5281/zenodo.1414920	Elliot Sinyor, McGill University, CAN, education;Cory McKay, McGill University, CAN, education;Rebecca Fiebrink, McGill University, CAN, education;Daniel McEnnis, McGill University, CAN, education;Ichiro Fujinaga, McGill University, CAN, education	 McGill University, McGill University, McGill University, McGill University, McGill University	education, education, education, education, education	CAN, CAN, CAN, CAN, CAN
Arthur Flexer;Elias Pampalk;Gerhard Widmer	Novelty Detection Based on Spectral Similarity of Songs.	2005	https://doi.org/10.5281/zenodo.1416504	Arthur Flexer, Institute of Medical Cybernetics and Artificial Intelligence, Center for Brain Research, Medical University of Vienna, AUT, education;Elias Pampalk, Austrian Research Institute for Artificial Intelligence (OFAI), AUT, facility;Gerhard Widmer, Department of Computational Perception, Johannes Kepler University, AUT, education	Medical University of Vienna, Austrian Research Institute for Artificial Intelligence, Johannes Kepler University	education, facility, education	AUT, AUT, AUT
Wei Chai;Barry Vercoe	Detection of Key Change in Classical Piano Music.	2005	https://doi.org/10.5281/zenodo.1415538	Wei Chai, MIT Media Laboratory, USA, education;Barry Vercoe, MIT Media Laboratory, USA, education	 MIT, MIT	education, education	USA, USA
Yi Yu 0001;Chiemi Watanabe;Kazuki Joe	Towards a Fast and Efficient Match Algorithm for Content-Based Music Retrieval on Acoustic Data.	2005	https://doi.org/10.5281/zenodo.1415874	Yi YU, Nara Women’s University, JPN, education;Chiemi WATANABE, Nara Women’s University, JPN, education;Kazuki JOE, Nara Women’s University, JPN, education	 Nara Women’s University, Nara Women’s University, Nara Women’s University	education, education, education	JPN, JPN, JPN
Masataka Goto;Takayuki Goto	Musicream: New Music Playback Interface for Streaming, Sticking, Sorting, and Recalling Musical Pieces.	2005	https://doi.org/10.5281/zenodo.1415842	Masataka Goto, National Institute of Advanced Industrial Science and Technology (AIST), JPN, facility;Takayuki Goto, National Institute of Advanced Industrial Science and Technology (AIST), JPN, facility	 National Institute of Advanced Industrial Science and Technology, National Institute of Advanced Industrial Science and Technology 	facility, facility	JPN, JPN
Jyh-Shing Roger Jang;Chao-Ling Hsu;Hong-Ru Lee	Continuous HMM and Its Enhancement for Singing/Humming Query Retrieval.	2005	https://doi.org/10.5281/zenodo.1414842	Jyh-Shing Roger Jang, National Tsing Hua University, TWN, education;Chao-Ling Hsu, National Tsing Hua University, TWN, education;Hong-Ru Lee, National Tsing Hua University, TWN, education	 National Tsing Hua University, National Tsing Hua University, National Tsing Hua University	education, education, education	TWN, TWN, TWN
Christophe Dalitz;Thomas Karsten	Using the Gamera Framework for Building a Lute Tablature Recognition System.	2005	https://doi.org/10.5281/zenodo.1416378	Christoph Dalitz, Niederrhein University of Applied Sciences, DEU, education;Thomas Karsten, Niederrhein University of Applied Sciences, DEU, education	 Niederrhein University of Applied Sciences, Niederrhein University of Applied Sciences	education, education	DEU, DEU
Bryan Pardo;Manan Sanghi	Polyphonic Musical Sequence Alignment for Database Search.	2005	https://doi.org/10.5281/zenodo.1417909	Bryan Pardo, Northwestern University, USA, education;Manan Sanghi, Northwestern University, USA, education	 Northwestern University, Northwestern University	education, education	USA, USA
Charles L. Parker	Applications of Binary Classification and Adaptive Boosting to the Query-By-Humming Problem.	2005	https://doi.org/10.5281/zenodo.1416482	Charles Parker, Oregon State University, USA, education	Oregon State University	education	USA
Fabian Mörchen;Alfred Ultsch;Mario Nöcker;Christian Stamm	Databionic Visualization of Music Collections According to Perceptual Distance.	2005	https://doi.org/10.5281/zenodo.1417967	Fabian Mörchen, Philipps-University Marburg, DEU, education;Alfred Ultsch, Philipps-University Marburg, DEU, education;Mario Nöcker, Philipps-University Marburg, DEU, education;Christian Stamm, Philipps-University Marburg, DEU, education	 Philipps-University Marburg, Philipps-University Marburg, Philipps-University Marburg, Philipps-University Marburg	education, education, education, education	DEU, DEU, DEU, DEU
Fabio Vignoli;Steffen Pauws	A Music Retrieval System Based on User Driven Similarity and Its Evaluation.	2005	https://doi.org/10.5281/zenodo.1418359	Fabio Vignoli, Philips Research Laboratories, NLD, facility;Steffen Pauws, Philips Research Laboratories, NLD, facility	 Philips Research, Philips Research	company, company	NLD, NLD
Steffen Pauws;Sander van de Wijdeven	User Evaluation of a New Interactive Playlist Generation Concept.	2005	https://doi.org/10.5281/zenodo.1415180	Steffen Pauws, Philips Research, NLD, company;Sander van de Wijdeven, Philips Research, NLD, company	 Philips Research, Philips Research	company, company	NLD, NLD
Juan Pablo Bello;Jeremy Pickens	A Robust Mid-Level Representation for Harmonic Content in Music Signals.	2005	https://doi.org/10.5281/zenodo.1417431	Juan P. Bello, Queen Mary, University of London, GBR, education;Jeremy Pickens, Queen Mary, University of London, GBR, education	 Queen Mary University of London, Queen Mary University of London	education, education	GBR, GBR
Peyman Heydarian;Joshua D. Reiss	The Persian Music and the Santur Instrument.	2005	https://doi.org/10.5281/zenodo.1415048	Peyman Heydarian, Queen Mary, University of London, GBR, education;Joshua D. Reiss, Queen Mary, University of London, GBR, education	 Queen Mary University of London, Queen Mary University of London	education, education	GBR, GBR
Wen Xue;Mark Sandler	A Partial Searching Algorithm and Its Application for Polyphonic Music Transcription.	2005	https://doi.org/10.5281/zenodo.1415740	Xue Wen, Queen Mary, University of London, GBR, education;Mark Sandler, Queen Mary, University of London, GBR, education	 Queen Mary University of London, Queen Mary University of London	education, education	GBR, GBR
Samer A. Abdallah;Katy C. Noland;Mark B. Sandler;Michael A. Casey;Christophe Rhodes	Theory and Evaluation of a Bayesian Music Structure Extractor.	2005	https://doi.org/10.5281/zenodo.1416018	Samer Abdallah, Queen Mary, University of London, GBR, education;Katy Noland, Queen Mary, University of London, GBR, education;Mark Sandler, Queen Mary, University of London, GBR, education;Michael Casey, Goldsmiths College, University of London, GBR, education;Christophe Rhodes, Goldsmiths College, University of London, GBR, education	 Queen Mary University of London, Queen Mary University of London, Queen Mary University of London, Goldsmiths University of London, Goldsmiths University of London	education, education, education, education, education	GBR, GBR, GBR, GBR, GBR
